Time (sec);X Position (m);Y Position (m);Z Position (m);Roll Position (rad);Pitch Position (rad);Yaw Position (rad)
2.3200000000;0.0198149279;-0.0221240869;-0.0189185721;0.0623381372;0.1479584024;0.0220349543
2.3300000000;0.0198593084;-0.0221557628;-0.0190144464;0.0633408645;0.1489137427;0.0230500080
2.3400000000;0.0199033373;-0.0221867582;-0.0191041616;0.0643517759;0.1498201739;0.0240785984
2.3500000000;0.0199470133;-0.0222170715;-0.0191874428;0.0653696128;0.1506640241;0.0251208810
2.3600000000;0.0199903353;-0.0222467024;-0.0192640635;0.0663962018;0.1514318534;0.0261770470
2.3700000000;0.0200333023;-0.0222756524;-0.0193338330;0.0674321303;0.1521151891;0.0272473031
2.3800000000;0.0200759129;-0.0223039246;-0.0193965763;0.0684727276;0.1527114499;0.0283316566
2.3900000000;0.0201181659;-0.0223315238;-0.0194521314;0.0695080924;0.1532210446;0.0294297758
2.4000000000;0.0201600599;-0.0223584568;-0.0195003719;0.0705252189;0.1536462678;0.0305413526
2.4100000000;0.0202015934;-0.0223847315;-0.0195412302;0.0715098079;0.1539911626;0.0316666551
2.4200000000;0.0202427644;-0.0224103566;-0.0195747093;0.0724478285;0.1542622898;0.0328064372
2.4300000000;0.0202835713;-0.0224353416;-0.0196008977;0.0733256354;0.1544686421;0.0339611572
2.4400000000;0.0203240120;-0.0224596960;-0.0196199818;0.0741294393;0.1546163408;0.0351304093
2.4500000000;0.0203640846;-0.0224834291;-0.0196322369;0.0748474433;0.1547053630;0.0363131940
2.4600000000;0.0204037874;-0.0225065498;-0.0196380038;0.0754733585;0.1547346338;0.0375085779
2.4700000000;0.0204431185;-0.0225290664;-0.0196376734;0.0760058633;0.1547076900;0.0387160122
2.4800000000;0.0204820764;-0.0225509869;-0.0196316746;0.0764427123;0.1546313473;0.0399352767
2.4900000000;0.0205206594;-0.0225723186;-0.0196204566;0.0767768196;0.1545098800;0.0411663119
2.5000000000;0.0205588663;-0.0225930691;-0.0196044683;0.0770006781;0.1543427552;0.0424090029
2.5100000000;0.0205966956;-0.0226132454;-0.0195841513;0.0771137463;0.1541289465;0.0436629894
2.5200000000;0.0206341465;-0.0226328545;-0.0195599460;0.0771231877;0.1538719012;0.0449277944
2.5300000000;0.0206712177;-0.0226519026;-0.0195322967;0.0770370113;0.1535804775;0.0462031935
2.5400000000;0.0207079085;-0.0226703961;-0.0195016480;0.0768578144;0.1532673137;0.0474891460
2.5500000000;0.0207442178;-0.0226883409;-0.0194684398;0.0765839505;0.1529462299;0.0487853415
2.5600000000;0.0207801447;-0.0227057431;-0.0194331170;0.0762144244;0.1526297162;0.0500911064
2.5700000000;0.0208156884;-0.0227226084;-0.0193961408;0.0757509622;0.1523296759;0.0514055715
2.5800000000;0.0208508480;-0.0227389430;-0.0193579859;0.0751977674;0.1520601197;0.0527276340
2.5900000000;0.0208856229;-0.0227547531;-0.0193191304;0.0745598876;0.1518349194;0.0540559440
2.6000000000;0.0209200125;-0.0227700453;-0.0192800550;0.0738413324;0.1516636646;0.0553891995
2.6100000000;0.0209540161;-0.0227848263;-0.0192412473;0.0730473672;0.1515526284;0.0567262959
2.6200000000;0.0209876332;-0.0227991027;-0.0192032004;0.0721879862;0.1515051706;0.0580661450
2.6300000000;0.0210208628;-0.0228128813;-0.0191663975;0.0712757005;0.1515175009;0.0594076993
2.6400000000;0.0210537042;-0.0228261686;-0.0191312806;0.0703197866;0.1515775711;0.0607501269
2.6500000000;0.0210861564;-0.0228389716;-0.0190982188;0.0693239276;0.1516708113;0.0620927151
2.6600000000;0.0211182186;-0.0228512970;-0.0190675048;0.0682895145;0.1517847886;0.0634345922
2.6700000000;0.0211498897;-0.0228631518;-0.0190393736;0.0672189977;0.1519082873;0.0647745471
2.6800000000;0.0211811692;-0.0228745431;-0.0190140199;0.0661147112;0.1520307196;0.0661112096
2.6900000000;0.0212120562;-0.0228854780;-0.0189915992;0.0649774764;0.1521448623;0.0674434584
2.7000000000;0.0212425498;-0.0228959636;-0.0189722198;0.0638084354;0.1522492065;0.0687705522
2.7100000000;0.0212726492;-0.0229060070;-0.0189559449;0.0626109223;0.1523469023;0.0700918481
2.7200000000;0.0213023538;-0.0229156150;-0.0189428091;0.0613896896;0.1524417580;0.0714064330
2.7300000000;0.0213316629;-0.0229247933;-0.0189328359;0.0601496381;0.1525359073;0.0727131300
2.7400000000;0.0213605761;-0.0229335469;-0.0189260437;0.0588957675;0.1526323920;0.0740109060
2.7500000000;0.0213890932;-0.0229418808;-0.0189224309;0.0576320090;0.1527381162;0.0752990558
2.7600000000;0.0214172137;-0.0229498000;-0.0189219476;0.0563607250;0.1528602905;0.0765768207
2.7700000000;0.0214449376;-0.0229573100;-0.0189244777;0.0550866190;0.1530000407;0.0778429189
2.7800000000;0.0214722647;-0.0229644164;-0.0189298300;0.0538190534;0.1531548655;0.0790956292
2.7900000000;0.0214991948;-0.0229711250;-0.0189377392;0.0525686853;0.1533267647;0.0803334008
2.8000000000;0.0215257278;-0.0229774411;-0.0189478928;0.0513457709;0.1535213844;0.0815553136
2.8100000000;0.0215518633;-0.0229833695;-0.0189599780;0.0501620040;0.1537402952;0.0827608757
2.8200000000;0.0215776013;-0.0229889131;-0.0189737119;0.0490298459;0.1539803189;0.0839494214
2.8300000000;0.0216029418;-0.0229940732;-0.0189888470;0.0479593124;0.1542402737;0.0851197787
2.8400000000;0.0216278850;-0.0229988491;-0.0190051708;0.0469579597;0.1545239619;0.0862704946
2.8500000000;0.0216524313;-0.0230032385;-0.0190225080;0.0460355724;0.1548360431;0.0874002918
2.8600000000;0.0216765808;-0.0230072375;-0.0190407147;0.0452059514;0.1551773964;0.0885082885
2.8700000000;0.0217003338;-0.0230108416;-0.0190596621;0.0444817612;0.1555451636;0.0895940995
2.8800000000;0.0217236905;-0.0230140452;-0.0190792203;0.0438701289;0.1559371349;0.0906579930
2.8900000000;0.0217466510;-0.0230168431;-0.0190992438;0.0433725212;0.1563542436;0.0917007153
2.9000000000;0.0217692155;-0.0230192296;-0.0191195565;0.0429846126;0.1567969093;0.0927230713
2.9100000000;0.0217913841;-0.0230211990;-0.0191399579;0.0426973270;0.1572615601;0.0937257708
2.9200000000;0.0218131569;-0.0230227451;-0.0191602547;0.0425021077;0.1577424098;0.0947095136
2.9300000000;0.0218345341;-0.0230238618;-0.0191802847;0.0423956962;0.1582349816;0.0956752352
2.9400000000;0.0218555160;-0.0230245423;-0.0191999100;0.0423790506;0.1587363493;0.0966243660
2.9500000000;0.0218761031;-0.0230247800;-0.0192189962;0.0424537637;0.1592412645;0.0975587192
2.9600000000;0.0218962961;-0.0230245684;-0.0192373834;0.0426217094;0.1597396268;0.0984801694
2.9700000000;0.0219160955;-0.0230239017;-0.0192548592;0.0428855437;0.1602198370;0.0993904158
2.9800000000;0.0219355023;-0.0230227748;-0.0192711527;0.0432450815;0.1606734608;0.1002907590
2.9900000000;0.0219545172;-0.0230211836;-0.0192859544;0.0436931258;0.1610944585;0.1011819009
3.0000000000;0.0219731412;-0.0230191242;-0.0192989410;0.0442170273;0.1614763517;0.1020639348
3.0100000000;0.0219913751;-0.0230165928;-0.0193097877;0.0448043671;0.1618132820;0.1029367086
3.0200000000;0.0220092198;-0.0230135854;-0.0193181792;0.0454469565;0.1621008047;0.1038003526
3.0300000000;0.0220266759;-0.0230100979;-0.0193238304;0.0461400921;0.1623336630;0.1046553736
3.0400000000;0.0220437447;-0.0230061254;-0.0193265072;0.0468792457;0.1625071922;0.1055023597
3.0500000000;0.0220604269;-0.0230016625;-0.0193260342;0.0476580496;0.1626217199;0.1063419633
3.0600000000;0.0220767239;-0.0229967034;-0.0193222942;0.0484675919;0.1626830222;0.1071750356
3.0700000000;0.0220926367;-0.0229912418;-0.0193152276;0.0492972905;0.1627004949;0.1080023345
3.0800000000;0.0221081666;-0.0229852718;-0.0193048287;0.0501375774;0.1626858857;0.1088242767
3.0900000000;0.0221233150;-0.0229787876;-0.0192911415;0.0509810326;0.1626505064;0.1096412955
3.1000000000;0.0221380831;-0.0229717843;-0.0192742490;0.0518218199;0.1626013296;0.1104542324
3.1100000000;0.0221524724;-0.0229642572;-0.0192542592;0.0526554301;0.1625413504;0.1112641455
3.1200000000;0.0221664842;-0.0229562024;-0.0192312930;0.0534775332;0.1624729291;0.1120717815
3.1300000000;0.0221801198;-0.0229476165;-0.0192054861;0.0542819189;0.1623973134;0.1128773100
3.1400000000;0.0221933805;-0.0229384972;-0.0191769967;0.0550587433;0.1623144436;0.1136806261
3.1500000000;0.0222062676;-0.0229288429;-0.0191460024;0.0557940531;0.1622264493;0.1144818175
3.1600000000;0.0222187822;-0.0229186529;-0.0191126900;0.0564737920;0.1621386131;0.1152811424
3.1700000000;0.0222309257;-0.0229079270;-0.0190772598;0.0570898497;0.1620578383;0.1160787713
3.1800000000;0.0222426994;-0.0228966657;-0.0190399440;0.0576394229;0.1619922181;0.1168749995
3.1900000000;0.0222541044;-0.0228848693;-0.0190010191;0.0581200718;0.1619481818;0.1176706890
3.2000000000;0.0222651419;-0.0228725388;-0.0189608030;0.0585290204;0.1619248550;0.1184670841
3.2100000000;0.0222758130;-0.0228596748;-0.0189196375;0.0588642844;0.1619146898;0.1192651441
3.2200000000;0.0222861189;-0.0228462783;-0.0188778584;0.0591240162;0.1619124060;0.1200654289
3.2300000000;0.0222960607;-0.0228323507;-0.0188357691;0.0593071065;0.1619218333;0.1208685003
3.2400000000;0.0223056394;-0.0228178936;-0.0187936439;0.0594148138;0.1619530910;0.1216749177
3.2500000000;0.0223148563;-0.0228029095;-0.0187517562;0.0594487344;0.1620135722;0.1224849869
3.2600000000;0.0223237122;-0.0227874011;-0.0187103963;0.0594062721;0.1621046900;0.1232989448
3.2700000000;0.0223322081;-0.0227713714;-0.0186698681;0.0592801007;0.1622277862;0.1241172408
3.2800000000;0.0223403448;-0.0227548237;-0.0186304804;0.0590619030;0.1623872545;0.1249404337
3.2900000000;0.0223481231;-0.0227377609;-0.0185925388;0.0587462648;0.1625866362;0.1257689751
3.3000000000;0.0223555436;-0.0227201859;-0.0185563401;0.0583320796;0.1628259469;0.1266030916
3.3100000000;0.0223626071;-0.0227021013;-0.0185221715;0.0578196949;0.1631042972;0.1274427546
3.3200000000;0.0223693141;-0.0226835098;-0.0184903143;0.0572072972;0.1634232364;0.1282879254
3.3300000000;0.0223756653;-0.0226644146;-0.0184610375;0.0564921632;0.1637855912;0.1291389767
3.3400000000;0.0223816613;-0.0226448187;-0.0184345766;0.0556748013;0.1641918844;0.1299968007
3.3500000000;0.0223873024;-0.0226247263;-0.0184111244;0.0547600736;0.1646394891;0.1308624835
3.3600000000;0.0223925890;-0.0226041419;-0.0183908504;0.0537546701;0.1651253974;0.1317368452
3.3700000000;0.0223975214;-0.0225830708;-0.0183739296;0.0526647649;0.1656487356;0.1326201158
3.3800000000;0.0224020997;-0.0225615187;-0.0183605533;0.0514961780;0.1662104534;0.1335119107
3.3900000000;0.0224063239;-0.0225394918;-0.0183509232;0.0502561841;0.1668124441;0.1344113604
3.4000000000;0.0224101939;-0.0225169967;-0.0183452425;0.0489535697;0.1674566508;0.1353173629
3.4100000000;0.0224137096;-0.0224940405;-0.0183437069;0.0475948120;0.1681433201;0.1362291142
3.4200000000;0.0224168709;-0.0224706308;-0.0183464966;0.0461803735;0.1688713968;0.1371464027
3.4300000000;0.0224196776;-0.0224467756;-0.0183537611;0.0447057450;0.1696419801;0.1380692674
3.4400000000;0.0224221294;-0.0224224832;-0.0183655972;0.0431655602;0.1704586318;0.1389975014
3.4500000000;0.0224242261;-0.0223977620;-0.0183820346;0.0415572754;0.1713231040;0.1399304687
3.4600000000;0.0224259672;-0.0223726209;-0.0184030434;0.0398824185;0.1722338393;0.1408671467
3.4700000000;0.0224273520;-0.0223470686;-0.0184285491;0.0381450992;0.1731863040;0.1418061699
3.4800000000;0.0224283798;-0.0223211141;-0.0184584342;0.0363504215;0.1741704583;0.1427460404
3.4900000000;0.0224290498;-0.0222947666;-0.0184925222;0.0345038604;0.1751709925;0.1436855632
3.5000000000;0.0224293613;-0.0222680354;-0.0185305660;0.0326104902;0.1761737702;0.1446241077
3.5100000000;0.0224293136;-0.0222409296;-0.0185722557;0.0306748504;0.1771707910;0.1455615862
3.5200000000;0.0224289058;-0.0222134580;-0.0186172397;0.0287019715;0.1781583807;0.1464982504
3.5300000000;0.0224281372;-0.0221856290;-0.0186651415;0.0266986984;0.1791349320;0.1474342641
3.5400000000;0.0224270069;-0.0221574507;-0.0187155654;0.0246750448;0.1801021662;0.1483694921
3.5500000000;0.0224255140;-0.0221289306;-0.0187680969;0.0226448767;0.1810649949;0.1493039317
3.5600000000;0.0224236576;-0.0221000758;-0.0188223046;0.0206237669;0.1820299882;0.1502380578
3.5700000000;0.0224214368;-0.0220708928;-0.0188777488;0.0186257601;0.1830048734;0.1511724570
3.5800000000;0.0224188507;-0.0220413876;-0.0189339946;0.0166637470;0.1839954562;0.1521074475
3.5900000000;0.0224158984;-0.0220115654;-0.0189906202;0.0147508059;0.1850006819;0.1530430549
3.6000000000;0.0224125788;-0.0219814302;-0.0190472130;0.0128977653;0.1860130881;0.1539788233
3.6100000000;0.0224088907;-0.0219509848;-0.0191033721;0.0111101868;0.1870238814;0.1549136345
3.6200000000;0.0224048328;-0.0219202305;-0.0191587322;0.0093892099;0.1880228626;0.1558461232
3.6300000000;0.0224004037;-0.0218891675;-0.0192129815;0.0077341247;0.1889925364;0.1567753283
3.6400000000;0.0223956022;-0.0218577955;-0.0192658418;0.0061439228;0.1899089161;0.1577007291
3.6500000000;0.0223904269;-0.0218261139;-0.0193170294;0.0046185789;0.1907521728;0.1586217796
3.6600000000;0.0223848767;-0.0217941218;-0.0193662322;0.0031581349;0.1915126186;0.1595377352
3.6700000000;0.0223789507;-0.0217618183;-0.0194131144;0.0017596939;0.1921864153;0.1604479086
3.6800000000;0.0223726481;-0.0217292020;-0.0194573425;0.0004184033;0.1927721566;0.1613519048
3.6900000000;0.0223659683;-0.0216962717;-0.0194986172;-0.0008682782;0.1932717378;0.1622495347
3.7000000000;0.0223589109;-0.0216630253;-0.0195366872;-0.0021011104;0.1936893580;0.1631405178
3.7100000000;0.0223514755;-0.0216294606;-0.0195713378;-0.0032849565;0.1940280093;0.1640243186
3.7200000000;0.0223436620;-0.0215955752;-0.0196023688;-0.0044318063;0.1942880990;0.1649003344
3.7300000000;0.0223354702;-0.0215613663;-0.0196295853;-0.0055558498;0.1944701383;0.1657681668
3.7400000000;0.0223268998;-0.0215268311;-0.0196527974;-0.0066647512;0.1945776625;0.1666275149
3.7500000000;0.0223179507;-0.0214919674;-0.0196718180;-0.0077564798;0.1946179557;0.1674778407
3.7600000000;0.0223086227;-0.0214567729;-0.0196864668;-0.0088239712;0.1946028425;0.1683183631
3.7700000000;0.0222989155;-0.0214212455;-0.0196965880;-0.0098606552;0.1945475297;0.1691484163
3.7800000000;0.0222888286;-0.0213853824;-0.0197020673;-0.0108637712;0.1944634760;0.1699677332
3.7900000000;0.0222783618;-0.0213491808;-0.0197028428;-0.0118347952;0.1943523127;0.1707764240
3.8000000000;0.0222675148;-0.0213126368;-0.0196989072;-0.0127756766;0.1942085184;0.1715746759
3.8100000000;0.0222562877;-0.0212757459;-0.0196902953;-0.0136859964;0.1940248867;0.1723624088
3.8200000000;0.0222446803;-0.0212385030;-0.0196770692;-0.0145645712;0.1937945609;0.1731393050
3.8300000000;0.0222326929;-0.0212009020;-0.0196593212;-0.0154110743;0.1935107012;0.1739051626
3.8400000000;0.0222203257;-0.0211629361;-0.0196371873;-0.0162236241;0.1931669329;0.1746601352
3.8500000000;0.0222075790;-0.0211245975;-0.0196108494;-0.0169951964;0.1927606836;0.1754047090
3.8600000000;0.0221944528;-0.0210858779;-0.0195805260;-0.0177150836;0.1922948924;0.1761394886
3.8700000000;0.0221809473;-0.0210467679;-0.0195464614;-0.0183743701;0.1917756261;0.1768650158
3.8800000000;0.0221670627;-0.0210072580;-0.0195089119;-0.0189683207;0.1912100899;0.1775818048
3.8900000000;0.0221527991;-0.0209673382;-0.0194681257;-0.0194944488;0.1906046561;0.1782904635
3.9000000000;0.0221381569;-0.0209269979;-0.0194243399;-0.0199498340;0.1899614803;0.1789916754
3.9100000000;0.0221231366;-0.0208862261;-0.0193777935;-0.0203316784;0.1892772341;0.1796859088
3.9200000000;0.0221077388;-0.0208450113;-0.0193287303;-0.0206419219;0.1885451588;0.1803732348
3.9300000000;0.0220919640;-0.0208033416;-0.0192773851;-0.0208883142;0.1877584616;0.1810538817
3.9400000000;0.0220758133;-0.0207612054;-0.0192239670;-0.0210794348;0.1869130718;0.1817290638
3.9500000000;0.0220592874;-0.0207185919;-0.0191686495;-0.0212210334;0.1860067755;0.1824009221
3.9600000000;0.0220423874;-0.0206754911;-0.0191115629;-0.0213156840;0.1850363118;0.1830716224
3.9700000000;0.0220251144;-0.0206318949;-0.0190527869;-0.0213637192;0.1839991165;0.1837425789
3.9800000000;0.0220074696;-0.0205877971;-0.0189923531;-0.0213651140;0.1828964508;0.1844142017
3.9900000000;0.0219894540;-0.0205431937;-0.0189302592;-0.0213213242;0.1817303145;0.1850861203
4.0000000000;0.0219710685;-0.0204980833;-0.0188664888;-0.0212376810;0.1804996752;0.1857578037
4.0100000000;0.0219523141;-0.0204524662;-0.0188010332;-0.0211267812;0.1792041255;0.1864291966
4.0200000000;0.0219331913;-0.0204063450;-0.0187339157;-0.0210084852;0.1778503332;0.1871007968
4.0300000000;0.0219137005;-0.0203597238;-0.0186652070;-0.0209053791;0.1764520975;0.1877732201
4.0400000000;0.0218938416;-0.0203126078;-0.0185950249;-0.0208383022;0.1750247807;0.1884468940
4.0500000000;0.0218736144;-0.0202650031;-0.0185235328;-0.0208226154;0.1735820554;0.1891219822
4.0600000000;0.0218530184;-0.0202169163;-0.0184509472;-0.0208658422;0.1721380982;0.1897982649
4.0700000000;0.0218320529;-0.0201683539;-0.0183775385;-0.0209702374;0.1707094149;0.1904751654
4.0800000000;0.0218107172;-0.0201193227;-0.0183036087;-0.0211378768;0.1693110507;0.1911520192
4.0900000000;0.0217890110;-0.0200698297;-0.0182294619;-0.0213719695;0.1679515849;0.1918282538
4.1000000000;0.0217669336;-0.0200198821;-0.0181553881;-0.0216748339;0.1666325266;0.1925034688
4.1100000000;0.0217444848;-0.0199694875;-0.0180816630;-0.0220480320;0.1653510959;0.1931774850
4.1200000000;0.0217216642;-0.0199186532;-0.0180085556;-0.0224951613;0.1641039681;0.1938502016
4.1300000000;0.0216984712;-0.0198673861;-0.0179363365;-0.0230230211;0.1628897474;0.1945214540
4.1400000000;0.0216749056;-0.0198156922;-0.0178652765;-0.0236393688;0.1617076161;0.1951911562
4.1500000000;0.0216509669;-0.0197635773;-0.0177956465;-0.0243504349;0.1605546978;0.1958596210
4.1600000000;0.0216266550;-0.0197110464;-0.0177277223;-0.0251610226;0.1594264556;0.1965275808
4.1700000000;0.0216019695;-0.0196581037;-0.0176617851;-0.0260750153;0.1583196518;0.1971957899
4.1800000000;0.0215769103;-0.0196047531;-0.0175981099;-0.0270944084;0.1572342626;0.1978647453
4.1900000000;0.0215514770;-0.0195509981;-0.0175369488;-0.0282180265;0.1561712698;0.1985347390
4.2000000000;0.0215256695;-0.0194968424;-0.0174785131;-0.0294399271;0.1551286015;0.1992059485
4.2100000000;0.0214994875;-0.0194422901;-0.0174229638;-0.0307487023;0.1540992363;0.1998783369
4.2200000000;0.0214729310;-0.0193873453;-0.0173704117;-0.0321293367;0.1530712810;0.2005514920
4.2300000000;0.0214459998;-0.0193320129;-0.0173209180;-0.0335653781;0.1520304513;0.2012246833
4.2400000000;0.0214186937;-0.0192762976;-0.0172744952;-0.0350417779;0.1509653410;0.2018970951
4.2500000000;0.0213910127;-0.0192202048;-0.0172311114;-0.0365490506;0.1498717887;0.2025679963
4.2600000000;0.0213629567;-0.0191637396;-0.0171907012;-0.0380832646;0.1487516475;0.2032367128
4.2700000000;0.0213345256;-0.0191069073;-0.0171531745;-0.0396419002;0.1476061812;0.2039026605
4.2800000000;0.0213057196;-0.0190497131;-0.0171184218;-0.0412220770;0.1464321915;0.2045656736
4.2900000000;0.0212765386;-0.0189921626;-0.0170863149;-0.0428214227;0.1452248957;0.2052261397
4.3000000000;0.0212469827;-0.0189342612;-0.0170567121;-0.0444383516;0.1439812229;0.2058847079
4.3100000000;0.0212170517;-0.0188760148;-0.0170294599;-0.0460711781;0.1426995282;0.2065420435
4.3200000000;0.0211867455;-0.0188174300;-0.0170043891;-0.0477166816;0.1413767724;0.2071988077
4.3300000000;0.0211560639;-0.0187585139;-0.0169813123;-0.0493701005;0.1400060052;0.2078556084
4.3400000000;0.0211250066;-0.0186992745;-0.0169600235;-0.0510274570;0.1385804184;0.2085129457
4.3500000000;0.0210935732;-0.0186397202;-0.0169402984;-0.0526868351;0.1371017561;0.2091712531
4.3600000000;0.0210617632;-0.0185798596;-0.0169219005;-0.0543467111;0.1355804844;0.2098308202
4.3700000000;0.0210295762;-0.0185197017;-0.0169045940;-0.0560048872;0.1340277706;0.2104917345
4.3800000000;0.0209970118;-0.0184592554;-0.0168881464;-0.0576596195;0.1324515534;0.2111540612
4.3900000000;0.0209640696;-0.0183985296;-0.0168723217;-0.0593095892;0.1308598416;0.2118180244
4.4000000000;0.0209307493;-0.0183375329;-0.0168568759;-0.0609522328;0.1292644218;0.2124840435
4.4100000000;0.0208970507;-0.0182762741;-0.0168415601;-0.0625838113;0.1276795011;0.2131525875
4.4200000000;0.0208629737;-0.0182147618;-0.0168261261;-0.0642014915;0.1261174088;0.2138238268
4.4300000000;0.0208285178;-0.0181530045;-0.0168103252;-0.0658047896;0.1245883916;0.2144974362
4.4400000000;0.0207936830;-0.0180910110;-0.0167939030;-0.0673953044;0.1231039748;0.2151728242
4.4500000000;0.0207584688;-0.0180287899;-0.0167766020;-0.0689761550;0.1216774695;0.2158494042
4.4600000000;0.0207228750;-0.0179663500;-0.0167581710;-0.0705518152;0.1203215678;0.2165264699
4.4700000000;0.0206869015;-0.0179037000;-0.0167383771;-0.0721261538;0.1190458500;0.2172029312
4.4800000000;0.0206505480;-0.0178408484;-0.0167170135;-0.0737000310;0.1178567953;0.2178775512
4.4900000000;0.0206138143;-0.0177778033;-0.0166939023;-0.0752724537;0.1167614795;0.2185495108
4.5000000000;0.0205767004;-0.0177145724;-0.0166688943;-0.0768433469;0.1157690727;0.2192183980
4.5100000000;0.0205392062;-0.0176511622;-0.0166418661;-0.0784134433;0.1148866465;0.2198838103
4.5200000000;0.0205013316;-0.0175875790;-0.0166127191;-0.0799809214;0.1141164792;0.2205454378
4.5300000000;0.0204630767;-0.0175238277;-0.0165813763;-0.0815405000;0.1134570375;0.2212034300
4.5400000000;0.0204244415;-0.0174599127;-0.0165477786;-0.0830885764;0.1129021617;0.2218584213
4.5500000000;0.0203854261;-0.0173958374;-0.0165118764;-0.0846272258;0.1124397734;0.2225111480
4.5600000000;0.0203460307;-0.0173316041;-0.0164736172;-0.0861614322;0.1120523372;0.2231618348
4.5700000000;0.0203062556;-0.0172672150;-0.0164329379;-0.0876947158;0.1117187629;0.2238098392
4.5800000000;0.0202661010;-0.0172026718;-0.0163897642;-0.0892283922;0.1114199082;0.2244539682
4.5900000000;0.0202255674;-0.0171379764;-0.0163440124;-0.0907630791;0.1111436434;0.2250929761
4.6000000000;0.0201846549;-0.0170731312;-0.0162955902;-0.0923004184;0.1108832026;0.2257257240
4.6100000000;0.0201433637;-0.0170081391;-0.0162443946;-0.0938438974;0.1106334694;0.2263511051
4.6200000000;0.0201016939;-0.0169430041;-0.0161903089;-0.0953965772;0.1103909976;0.2269678226
4.6300000000;0.0200596453;-0.0168777317;-0.0161332057;-0.0969594378;0.1101559394;0.2275742335
4.6400000000;0.0200172175;-0.0168123285;-0.0160729542;-0.0985350734;0.1099307816;0.2281685312
4.6500000000;0.0199744101;-0.0167468028;-0.0160094156;-0.1001302640;0.1097153168;0.2287489473
4.6600000000;0.0199312222;-0.0166811647;-0.0159424314;-0.1017517838;0.1095061906;0.2293136177
